componente;MAT;CURSO
942045;25466;
942046;25759;
942046;10482;
942047;25466;
942047;25759;
942047;10482;
942050;25466;
942050;10482;
942051;25466;
942051;10482;
942059;10482;
942059;25759;
942060;25759;
942060;10482;
942061;25759;
942061;10482;
942062;10482;
942062;25759;
944003;7918;
944003;25040;
944004;7918;
944005;7918;
944005;25040;
944005;28514;
944005;13428;
944008;9395;
944008;7918;
944013;7918;
944018;7918;
944021;7918;
944021;25040;
944024;7918;
944027;28514;
944027;7918;
944027;25040;
944028;28514;
944028;7918;
944029;7918;
944029;25040;
944032;28514;
944032;7918;
944033;28514;
944033;7918;
944034;28514;
944034;7918;
944034;25040;
944035;28514;
944035;7918;
944037;28514;
944037;7918;
944039;7918;
944039;25040;
944041;28514;
944041;7918;
944043;28514;
944043;7918;
944044;28514;
944044;7918;
944047;7918;
944047;27523;
945000;5324;
945000;5786;
945001;15921;
945002;15921;
945002;13777;
945003;5324;
945003;5786;
945004;5786;
945004;5324;
945005;5324;
945005;5786;
945006;5324;
945006;5786;
945006;14556;
945007;5786;
945007;5324;
945007;14556;
945009;5786;
945009;5324;
945010;5324;
945010;5786;
945010;14556;
945011;5786;
945011;5324;
945012;5786;
945012;5324;
945012;14556;
945013;5324;
945013;5786;
945014;5324;
945014;5786;
945015;5324;
945015;5786;
945017;5786;
945017;5324;
945020;5786;
945020;5324;
946000;10040;
946000;25691;
946001;10040;
946002;10040;
946002;25691;
946003;10040;
946004;10040;
946004;25691;
946005;10040;
946006;10040;
946006;25691;
946007;28200;
946008;28200;
946009;10040;
946009;25691;
946011;25691;
946011;10040;
946013;25691;
946013;10040;
946015;25691;
946015;10040;
946016;25691;
946016;10040;
946017;10040;
946017;25691;
946018;10040;
946019;25691;
946019;10040;
946021;25691;
946021;10040;
946022;28522;
946022;25691;
946022;10040;
946023;25691;
946023;6793;
946024;28522;
946024;25691;
946024;10040;
946025;25691;
946025;10040;
946026;25691;
946026;10040;
946027;25691;
946027;10040;
946028;28522;
946028;25691;
946028;10040;
946029;28522;
946029;25691;
946029;10040;
946030;25691;
946030;10040;
946031;25691;
946031;10040;
946032;28522;
946032;25691;
946032;10040;
946034;28522;
946034;25691;
946034;10040;
946035;25691;
946035;10040;
946036;25691;
946036;10040;
946037;10040;
946037;25691;
946038;10040;
946038;25691;
946044;28522;
946044;25691;
946044;10040;
946045;28522;
946045;10040;
946046;10040;
946046;25691;
947000;15921;
947000;13777;
947000;13690;
947001;27010;
947001;25901;
947001;8677;
947001;26498;
947001;10116;
947002;8677;
947004;11582;
947004;8677;
947005;11582;
947006;11582;
947007;27010;
947007;16797;
947007;10116;
947008;27010;
947008;16797;
947008;10116;
947010;27010;
947010;8677;
947010;10116;
947011;16797;
947011;27010;
947011;10116;
947012;26498;
947012;10116;
947013;16797;
947013;10116;
947014;27010;
947014;8677;
947014;10116;
947015;27010;
947015;10116;
947016;8188;
947016;27010;
947016;10116;
947017;18817;
947017;10116;
947018;16797;
947018;10116;
947019;7837;
947019;27010;
947020;28785;
947020;27612;
947020;10116;
947024;8677;
947024;10116;
947025;10116;
947025;28785;
947028;16797;
947041;17273;
947041;10116;
947042;27010;
947042;8677;
947042;10116;
947042;27612;
947043;27010;
947043;8677;
947043;10116;
947043;25477;
947044;27010;
947044;8677;
947044;10116;
947045;27010;
947045;16797;
947045;8677;
947045;10116;
947046;27010;
947046;10116;
947047;27010;
947047;10116;
947047;16797;
947048;27010;
947048;10116;
948000;28234;
948000;10116;
948001;25901;
948001;10116;
948002;25901;
948002;28449;
948003;25901;
948003;8677;
948003;10116;
948003;28449;
948004;25901;
948004;27612;
948004;10116;
948005;26498;
948005;25901;
948005;8677;
948005;10116;
948006;25901;
948006;10116;
948007;27612;
948007;26498;
948007;25901;
948007;8677;
948007;10116;
948009;8677;
948009;25901;
948009;16797;
948009;10116;
948010;26498;
948010;27612;
948010;25901;
948010;10116;
948011;28449;
948011;10116;
948012;17273;
948012;10116;
948013;25901;
948013;17371;
948013;10116;
948015;26498;
948015;10116;
948021;28449;
948021;10116;
948022;28785;
948022;10116;
948026;17273;
948026;10116;
948026;27612;
948032;27612;
948032;26498;
948032;10116;
948040;25477;
948040;10116;
948041;10116;
948044;25901;
948044;10116;
948044;27612;
948045;8677;
948045;10116;
948045;25901;
948046;28785;
948046;27010;
948046;26498;
948046;8677;
948046;10116;
948047;17371;
948047;27612;
948047;10116;
948048;25901;
948048;27612;
948048;10116;
948049;27010;
948049;10116;
948052;28449;
948052;25901;
948052;10116;
948054;10116;
948055;27612;
948057;10116;
948057;26498;
948057;27612;
948058;25477;
948058;10116;
948060;28785;
948060;10116;
949000;10320;
949000;17927;
949001;13170;
949001;7456;
949002;11201;
949002;7456;
949003;28484;
949003;7456;
949004;17112;
949004;7456;
949005;28464;
949005;13170;
949005;7456;
949006;28464;
949006;7456;
949007;11201;
949007;10320;
949007;7456;
949008;25654;
949009;28464;
949009;7456;
949010;28464;
949010;17927;
949010;7456;
949011;25654;
949011;7456;
949012;28464;
949012;7456;
949013;13170;
949013;7456;
949014;17112;
949014;7456;
949015;13170;
949015;10320;
949015;7456;
949016;17112;
949016;7456;
949017;25654;
949017;7456;
949020;10320;
949020;17818;
950024;14556;
950024;13636;
950024;17525;
950024;10482;
950025;14556;
950025;13636;
950025;10482;
950025;17525;
950026;14556;
950026;13636;
950026;17525;
950026;10482;
950027;14556;
950027;13636;
950027;17525;
950027;10482;
950028;14556;
950028;13636;
950028;17525;
950028;10482;
950029;13636;
950029;14556;
950029;10482;
951000;13428;
951001;25265;
951001;13428;
951003;25265;
951003;13428;
951004;25265;
951004;13428;
951006;25265;
951006;13428;
951007;25265;
951007;13428;
951008;9395;
951008;13428;
951008;27678;
951009;28394;
951009;25691;
951009;13428;
951010;25265;
951010;13428;
951010;27678;
951011;9395;
951011;13428;
951012;6793;
951012;13428;
951013;25265;
951013;13428;
951014;25691;
951014;13428;
951014;25265;
951015;9395;
951015;25265;
951015;13428;
951016;6793;
951016;13428;
951017;28394;
951017;25265;
951017;13428;
951018;28394;
951018;25265;
951018;13428;
951019;28394;
951019;25265;
951019;13428;
951021;25040;
951025;25265;
951025;13428;
952010;17330;
952010;5786;
952010;5324;
952010;21668;
952011;17330;
953062;10900;
953062;17525;
953062;21371;
953063;17525;
953063;10900;
953063;14556;
953063;21371;
953063;10482;
953064;10900;
953064;17525;
953064;10482;
953064;21371;
953066;17525;
953066;10900;
953066;10482;
953066;21371;
953066;14556;
953067;14606;
953067;15805;
953067;20390;
953068;21371;
953068;17525;
953068;10900;
953068;11865;
953068;20390;
953069;21371;
953069;14556;
953070;17525;
953070;10482;
953070;10900;
953070;21371;
953070;14556;
953071;14606;
953071;10482;
953071;17525;
953072;17525;
953072;10482;
953072;10900;
953072;21371;
953074;21371;
953074;10900;
953074;14556;
953074;17525;
953074;10482;
953074;11865;
953075;10900;
953075;17525;
953075;21371;
953075;14556;
953075;10482;
954018;27664;
954018;21668;
954018;5786;
954019;20390;
954019;15805;
954019;11865;
954020;15805;
954020;20390;
954020;11865;
954021;20390;
954021;15805;
954022;17330;
954022;20390;
954022;15805;
954023;27664;
954023;17330;
954023;21371;
954023;20390;
954023;5324;
954023;14556;
954023;10900;
954024;27664;
954024;5786;
954024;5324;
954025;17330;
954025;20390;
954025;11865;
956011;21371;
956011;11575;
956011;17330;
956011;26637;
956013;26637;
956013;11575;
956013;17330;
956013;13636;
956013;14556;
956013;13550;
956014;21371;
956014;13636;
956014;11575;
956014;17330;
956014;5324;
957011;10900;
957011;21371;
957011;10482;
957013;14556;
957013;17525;
957013;10900;
957013;21371;
957014;14556;
957014;10900;
957014;17525;
957014;10482;
957015;14556;
957015;17525;
957015;10482;
957015;21371;
957015;10900;
958006;26637;
958006;11575;
958006;14556;
958007;11575;
958007;26637;
958008;11575;
958008;26637;
958009;11575;
958009;26637;
958010;11575;
959016;20390;
959016;15805;
959016;11865;
959017;15805;
959017;20390;
959018;20390;
959018;15805;
959018;11865;
959018;14556;
959019;15805;
959019;20390;
959020;20390;
959020;15805;
959021;20390;
959021;15805;
959021;11865;
959022;15805;
959022;20390;
959023;15805;
959023;20390;
960018;17719;
960019;17719;
960019;8212;
960020;19660;
960020;17719;
960021;17719;
960021;19660;
960022;20390;
960022;15805;
960022;17719;
960023;17719;
960023;8212;
960024;17719;
960024;15805;
960024;20390;
960025;17719;
960025;14556;
960026;17719;
960027;17719;
961019;5557;
961019;13428;
961019;27678;
961020;8212;
961020;5557;
961021;5557;
961022;5557;
961023;5557;
961026;5557;
961027;5557;
961027;8212;
961027;15805;
961028;17112;
961028;5557;
961029;13428;
961029;8212;
961029;5557;
961030;5557;
961031;5557;
961032;5557;
961033;5557;
961034;5557;
961035;5557;
961035;13428;
961035;17525;
961035;27678;
961037;5557;
961039;5557;
961039;13428;
961040;5557;
962007;23709;
962007;19342;
962007;20131;
962008;19342;
962008;11583;
962008;23709;
962008;20131;
962009;23709;
962009;11583;
962010;23709;
962010;19342;
962010;20131;
962011;9453;
962012;23709;
962012;19342;
962012;20131;
962013;23709;
962013;19342;
962013;20131;
962013;9453;
962013;9458;
963006;21371;
963006;10900;
963006;14556;
963006;10482;
963006;11865;
963007;26637;
963007;11575;
963007;14556;
963008;11575;
963008;14556;
963008;11865;
963009;26637;
963009;11575;
963009;14556;
963009;11865;
963010;11575;
963010;14556;
963010;11865;
963011;11575;
963011;26637;
963011;11865;
964007;25040;
964007;13428;
964008;25040;
964008;13428;
964009;25040;
964009;13428;
964010;25040;
964010;13428;
964011;25040;
964011;13428;
964012;25040;
964012;13428;
964014;25040;
964014;13428;
964015;26637;
964015;13428;
965009;15805;
965009;11865;
965010;13636;
965010;11865;
965011;14556;
965011;11865;
965012;15805;
965012;11865;
965013;17330;
965013;11865;
966024;17927;
966024;10320;
966024;7456;
966025;13170;
966025;28464;
966025;7456;
966026;11201;
966026;7456;
966027;13170;
966027;10320;
966027;7456;
966028;28484;
966028;10320;
966028;13170;
966028;7456;
966029;28464;
966029;7456;
966030;28484;
966030;13170;
966030;7456;
966031;17927;
966031;10320;
966031;7456;
966032;13170;
966032;7456;
966033;13170;
966033;7456;
966034;13170;
966034;7456;
966035;28484;
966035;19151;
966035;7456;
966036;10320;
966036;7456;
966037;28464;
966037;7456;
966038;10320;
966038;7456;
966039;13170;
966039;7456;
966040;13170;
966040;7456;
967020;7456;
967020;17927;
967021;25654;
967021;19151;
967021;28484;
967021;7456;
967022;25654;
967022;19151;
967022;7456;
967023;10320;
967023;11201;
967023;7456;
967024;17927;
967024;7456;
967026;10320;
967026;7456;
967027;25654;
967027;10320;
967027;11201;
967027;7456;
967028;19151;
967028;7456;
967029;19151;
967029;7456;
968000;13170;
968000;7456;
968001;10320;
968001;7456;
968002;20893;
968002;7456;
968003;13170;
968003;7456;
968004;20893;
968004;18029;
968004;7456;
968005;18029;
968005;7456;
968006;25654;
968007;11201;
968007;7456;
968008;20893;
968008;7456;
968009;18029;
968009;7456;
968010;11201;
968010;7456;
968011;20893;
968011;7456;
968012;20893;
968012;18029;
968012;7456;
968013;25654;
968013;7456;
968014;25654;
968014;7456;
968015;25654;
968015;7456;
968016;20893;
968016;18029;
968016;7456;
969000;20893;
969000;18029;
969001;21372;
969002;20893;
969002;18029;
969003;6407;
969003;18029;
969003;20893;
969004;20893;
969004;18029;
969005;18029;
969006;20893;
969006;18029;
969007;20893;
969007;18029;
969008;20893;
969008;18029;
969009;20893;
969009;18029;
969010;20893;
969010;18029;
969011;18029;
969011;20893;
969012;20893;
969012;18029;
970010;20893;
970010;18029;
971000;6407;
971000;18029;
971001;6407;
971001;18029;
971002;6407;
971002;18029;
971003;6407;
971003;18029;
971004;6407;
971004;18029;
972000;6407;
972000;18029;
972001;6407;
972001;18029;
972002;6407;
972002;18029;
972003;6407;
972003;18029;
972004;6407;
972004;18029;
972005;6407;
972005;18029;
973000;28200;
973000;24132;
973001;24132;
973001;13690;
973001;28200;
973002;28200;
973002;24132;
973003;24132;
973003;13690;
973004;28200;
973005;24132;
973006;24132;
973006;28200;
973007;28200;
973008;28200;
973009;24132;
973010;13690;
973011;28200;
973012;24132;
973013;24132;
973014;24132;
973014;13690;
973015;28200;
973016;28200;
973016;24132;
973017;13690;
973018;10900;
973018;17525;
973018;21371;
973018;10482;
973018;13636;
973018;5324;
975000;13170;
975000;7456;
975001;13170;
975001;7456;
975002;17927;
975002;7456;
975003;11201;
975003;7456;
975004;25654;
975004;7456;
975005;13170;
975005;7456;
975006;28484;
975006;19151;
975006;7456;
975007;11201;
975007;7456;
975007;17112;
975008;25654;
975008;7456;
975009;28464;
975009;7456;
975010;28484;
975010;7456;
975010;13170;
975011;28484;
975011;7456;
975012;5786;
975012;7456;
975013;28464;
975013;13170;
975013;7456;
976000;11583;
977000;7918;
977000;25040;
977000;13428;
977001;7918;
977001;13428;
977002;7918;
977003;25040;
977003;7918;
977004;25040;
977004;7918;
977005;25040;
977005;7918;
977006;25040;
977006;7918;
977007;25040;
977007;7918;
977008;25040;
977008;7918;
977009;25040;
977009;13428;
977010;25040;
977010;7918;
977011;25691;
977011;7918;
977011;13428;
977012;25040;
977012;7918;
977013;25040;
977013;13428;
977014;25040;
977014;7918;
977015;25040;
977015;13428;
977016;25040;
977016;7918;
977017;25040;
977017;13428;
977018;25040;
977018;7918;
977020;25040;
977020;7918;
977021;25040;
977021;13428;
977022;25040;
977022;7918;
977023;25040;
977023;13428;
980224;16821;
980224;12719;
980224;9148;
980224;13207;
980224;9458;
980224;9453;
980224;12031;
980224;21372;
980227;13814;
980227;10920;
980227;9148;
980227;13207;
980227;19115;
980227;9458;
980227;20131;
980227;9453;
980227;21372;
980227;16923;
980227;4564;
980228;13814;
980228;19116;
980228;18030;
980228;16923;
980228;10920;
980228;16821;
980228;9148;
980228;2779;
980228;15127;
980228;15977;
980228;13207;
980228;19115;
980228;16043;
980228;9458;
980228;20131;
980228;9453;
980228;13216;
980228;21372;
980228;12031;
980228;13777;
980228;12367;
980229;13814;
980229;19115;
980229;10920;
980229;16821;
980229;18030;
980229;13207;
980229;15977;
980229;15127;
980229;2779;
980229;9148;
980229;16923;
980229;16043;
980229;9458;
980229;20131;
980229;9453;
980229;12031;
980229;21372;
980229;13777;
980229;13216;
980229;12367;
980230;13814;
980230;19116;
980230;16821;
980230;16923;
980230;18030;
980230;10920;
980230;9148;
980230;2779;
980230;15127;
980230;15977;
980230;13207;
980230;19115;
980230;13216;
980230;9458;
980230;16043;
980230;20131;
980230;9453;
980230;21372;
980230;12031;
980230;13777;
980230;12367;
980230;20660;
980231;16821;
980231;12719;
980231;9148;
980231;13207;
980231;4564;
980231;9453;
980231;9458;
980231;21372;
980234;9453;905
980234;9453;914
980234;9453;928
980234;9453;930
980234;9453;980
980234;12367;908
980234;12367;921
980234;12367;985
980234;12719;700
980234;12719;903
980234;12719;983
980234;13216;910
980234;13216;984
980234;13218;906
980234;13218;923
980234;13218;925
980234;13218;981
980234;13218;982
980234;13690;916
980234;13690;917
980234;19342;904
980234;19342;927
980235;9453;905
980235;9453;914
980235;9453;924
980235;9453;928
980235;9453;930
980235;9453;980
980235;12367;908
980235;12367;921
980235;12367;985
980235;12719;700
980235;12719;903
980235;12719;983
980235;13216;910
980235;13216;922
980235;13216;984
980235;13218;901
980235;13218;906
980235;13218;923
980235;13218;925
980235;13218;981
980235;13218;982
980235;13690;916
980235;13690;917
980235;19342;904
980235;19342;927
980241;21371;
980241;10900;
980241;10482;
980241;17525;
980241;14556;
980242;21371;
980242;10900;
980242;10482;
980242;17525;
980242;14556;
980243;21371;
980243;10900;
980243;10482;
980243;17525;
980243;14556;
980244;21371;
980244;10900;
980244;10482;
980244;17525;
980244;14556;
983000;21372;
983000;12719;
983001;12719;
983001;21372;
983002;21372;
983002;12719;
984004;13216;
984004;8212;
984004;25691;
984008;13216;
984008;17719;
984008;25691;
984009;8212;
984011;13216;
984011;8212;
985002;12031;
985002;16043;
985007;12031;
985007;16043;
985008;12031;
985008;16043;
986000;16238;
986000;28448;
986000;5295;
986001;5295;
986001;16238;
986002;28448;
986002;16238;
986002;5295;
986003;5295;
986003;16238;
986004;5295;
986004;16238;
986005;5295;
986005;16238;
986006;16238;
986006;28448;
986006;5295;
986007;5295;
986007;16238;
986008;16238;
986008;28448;
986008;5295;
986009;16238;
986009;28448;
986009;5295;
986010;16238;
986010;28448;
986012;19660;
986012;16238;
986012;5295;
986013;19660;
986013;16238;
986014;5295;
986014;16238;
986015;16238;
986015;28448;
986015;5295;
986016;16238;
986016;28448;
986016;5295;
986017;5295;
986017;16238;
986018;18817;
986018;16238;
986019;18817;
986019;16238;
986019;5295;
986020;5295;
986020;16238;
986021;5295;
986021;16238;
986022;19660;
986022;16238;
986023;5295;
986023;16238;
986025;28448;
986025;16238;
986026;28448;
986026;16238;
987002;22417;
987002;20660;
987002;23072;
987002;20657;
987003;28620;
987003;23072;
987003;22417;
987003;20657;
987005;28620;
987005;20657;
987005;22417;
987005;23072;
987008;20660;
987009;28620;
987009;22417;
987009;23072;
987009;20657;
987011;22417;
987011;23072;
987011;20660;
987012;28620;
987012;20657;
987012;20660;
987012;23072;
987012;22417;
987013;22417;
987013;20657;
987013;20660;
987014;23072;
987014;22417;
987014;20660;
987014;20657;
987016;28620;
987016;20657;
987016;22417;
987016;20660;
987019;20660;
987019;22417;
987019;20657;
987019;23072;
987020;23072;
987020;22417;
987020;20657;
987021;22417;
987024;22417;
987024;23072;
987024;20657;
987025;20657;
987025;22417;
987026;22417;
987026;23072;
987026;20660;
987026;20657;
987027;20657;
987027;22417;
987027;28620;
987028;20660;
987028;22417;
987028;23072;
987028;20657;
987029;20660;
987029;22417;
987029;20657;
987030;22417;
987030;23072;
987030;20660;
987030;20657;
987031;20657;
987031;22417;
987031;20660;
987031;23072;
987032;23072;
987032;22417;
987032;20660;
987032;20657;
987033;20660;
987033;22417;
987033;23072;
987033;20657;
987039;23072;
987039;20660;
987039;22417;
987039;20657;
989000;20893;
989000;18029;
989001;6407;
989001;20893;
989001;18029;
989005;6407;
989005;18029;
989011;20893;
989011;18029;
993000;16923;
993000;13814;
993000;27699;
993001;27699;
993001;14183;
993002;13207;
993002;14183;
993003;27699;
993003;10920;
993003;14183;
993004;27699;
993004;4564;
993004;14183;
993005;19116;
993005;4564;
993005;14183;
993006;27699;
993007;19115;
993007;14183;
993008;27699;
993008;14183;
993009;27699;
993010;27699;
993014;27699;
993014;14183;
994000;5295;
994000;16238;
994001;5295;
994001;16238;
994002;16238;
994002;28448;
994002;5295;
994003;16238;
994003;18817;
994004;5295;
994004;16238;
994005;16238;
994005;28448;
994006;5295;
994006;16238;
994007;5295;
994007;16238;
994008;5295;
994008;16238;
994009;5295;
994009;16238;
994010;5295;
994010;16238;
994011;5295;
994011;16238;
994012;11201;
994012;16238;
994013;5295;
994013;16238;
994014;5295;
994014;16238;
996000;6407;
996000;20893;
996000;18029;
996001;6407;
996001;18029;
996002;6407;
996002;18029;
996003;20893;
996003;18029;
996004;6407;
996004;18029;
996005;6407;
996005;18029;
996006;6407;
996006;18029;
996007;6407;
996007;18029;
997000;12031;
997000;19978;
997001;13550;
997001;19978;
997003;12031;
997003;19978;
997004;12031;
997004;19978;
997033;13690;
997033;19978;
997035;16043;
997035;12031;
997038;13550;
997038;19660;
997038;15400;
997038;18817;
998001;17719;
998001;13428;
998001;19978;
999159;9458;905
999159;9458;914
999159;9458;928
999159;12367;908
999159;12719;700
999159;13216;910
999159;13218;906
999159;16821;925
999159;18030;907
999159;19342;904
999159;19342;927
999160;9458;905
999160;9458;914
999160;9458;928
999160;12367;908
999160;12719;700
999160;13216;910
999160;13218;906
999160;16821;925
999160;18030;907
999160;19342;904
999160;19342;927
999167;15400;
999171;9458;905
999171;9458;914
999171;12367;908
999171;12367;915
999171;12719;700
999171;13216;910
999171;13218;906
999171;13690;916
999171;16821;925
999171;18030;907
999171;19342;904
999171;23072;934
999171;23072;937
999171;13814;907
999171;16923;907
999171;10920;907
999187;9453;924
999187;9453;930
999187;12367;920
999187;12719;903
999187;13216;902
999187;13218;901
999187;13218;911
999187;19342;929
999203;23709;
999203;11583;
999203;9458;
999203;9453;
999203;19342;
999203;15127;
999203;20131;
999203;21371;
999203;21372;
999217;21668;
999217;17330;
999217;11179;
999217;5786;
999217;14556;
999217;13636;
999217;14606;
999217;19660;
999217;5324;
999227;12719;
999227;27626;
999227;21372;
999227;15805;
999227;10482;
999227;28516;
999228;13636;
999228;15805;
999228;8212;
999228;20390;
999228;14556;
999228;11865;
999228;13216;
999228;10900;
999228;10482;
999228;5324;
999231;16821;
999231;12719;
999231;13207;
999231;9148;
999231;17525;
999231;19116;
999231;16923;
999231;10900;
999231;9458;
999231;10482;
999231;9453;
999231;21372;
999231;13216;
999231;4564;
999231;14183;
999233;9453;905
999233;9453;914
999233;9453;928
999233;9453;980
999233;12367;908
999233;12367;921
999233;12367;985
999233;12719;700
999233;12719;933
999233;12719;983
999233;13216;910
999233;13216;922
999233;13216;984
999233;13218;906
999233;13218;923
999233;13218;925
999233;13218;981
999233;13218;982
999233;13690;916
999233;19342;904
999233;19342;927
999234;9453;905
999234;9453;914
999234;9453;924
999234;9453;928
999234;9453;930
999234;9453;980
999234;12367;908
999234;12367;921
999234;12367;985
999234;12367;920
999234;12719;700
999234;12719;903
999234;12719;983
999234;13216;910
999234;13216;922
999234;13216;984
999234;13216;902
999234;13218;901
999234;13218;906
999234;13218;923
999234;13218;925
999234;13218;981
999234;13218;982
999234;13218;911
999234;13690;916
999234;13690;917
999234;19342;904
999234;19342;927
999234;19342;929
999236;9458;905
999236;9458;914
999236;12367;908
999236;12367;915
999236;12367;921
999236;12719;700
999236;13216;910
999236;13216;922
999236;13218;906
999236;13690;916
999236;16821;925
999236;18030;907
999236;19342;904
999236;19342;927
999236;23072;934
999236;23072;937
999236;13814;907
999236;16923;907
999236;10920;907
999239;2779;907
999239;9148;906
999239;9453;930
999239;9453;924
999239;9453;914
999239;9458;905
999239;12367;920
999239;12367;915
999239;12719;903
999239;12719;700
999239;13216;902
999239;13216;910
999239;13218;901
999239;13218;925
999239;13690;917
999239;13690;916
999239;16043;908
999239;19342;904
999239;21372;700
999240;16821;
999240;17525;
999240;8212;
999240;19116;
999240;10920;
999240;13216;
999240;13207;
999240;15127;
999240;13636;
999240;21371;
999240;14183;
999240;5324;
999240;27699;
999240;10900;
999240;14556;
999240;20390;
999240;15805;
999240;12367;
999240;16923;
999240;19115;
